moun	pop	blo	class	time	nail	pos	size		
gua	mor	B2	1	1	67	9	2.1		
gua	mor	B2	1	1	68	4	4.2		
gua	mor	B2	1	1	68	7	6.4		
gua	mor	B2	1	1	68	10	5.5		
gua	mor	B2	1	1	69	1	6		
gua	mor	B2	1	1	69	2	5.8		
gua	mor	B2	1	1	69	4	6.7		
gua	mor	B2	1	1	69	9	4.2		
gua	mor	B2	1	1	69	10	4.9		
gua	mor	B2	1	1	70	2	3.6		
gua	mor	B2	1	1	70	3	4.2		
gua	mor	B2	1	1	70	8	4.6		
gua	mor	B2	1	1	70	9	3.3		
gua	mor	B2	1	1	71	4	4.9		
gua	mor	B2	1	1	72	3	3.9		
gua	mor	B2	1	1	72	4	5.3		
gua	mor	B2	1	1	72	8	3.4		
gua	mor	B2	1	1	73	4	5.4		
gua	mor	B2	1	1	73	5	3.4		
gua	mor	B2	1	1	73	7	5		
gua	mor	B2	1	1	73	10	4.9		
gua	mor	B2	1	1	74	1	6.8		
gua	mor	B2	1	1	74	2	6.8		
gua	mor	B2	1	1	74	3	3.4		
gua	mor	B2	1	1	74	4	4.5		
gua	mor	B2	1	1	74	6	5.6		
gua	mor	B2	1	1	74	8	4.7		
gua	mor	B2	1	1	75	1	3.7		
gua	mor	B2	1	1	75	4	5.1		
gua	mor	B2	1	1	75	7	7.1		
gua	mor	B2	1	1	76	4	4		
gua	mor	B2	1	1	76	5	4.3		
gua	mor	B2	1	1	76	7	4.4		
gua	mor	B2	1	1	76	8	4.8		
gua	mor	B2	1	1	77	2	5.7		
gua	mor	B2	1	1	77	3	4.2		
gua	mor	B2	1	1	77	4	4.6		
gua	mor	B2	1	1	77	5	6.3		
gua	mor	B2	1	1	77	7	5.9		
gua	mor	B2	1	1	77	9	4.7		
gua	mor	B2	1	1	77	10	5.1		
gua	mor	B2	1	1	78	3	6.2		
gua	mor	B2	1	1	78	4	4.1		
gua	mor	B2	1	1	78	9	3.8		
gua	mor	B2	1	1	79	1	4.7		
gua	mor	B2	1	1	79	2	6.2		
gua	mor	B2	1	1	79	9	6.2		
gua	mor	B2	1	1	79	10	5.3		
gua	mor	B2	1	1	80	1	6.9		
gua	mor	B2	1	1	80	4	3.1		
gua	mor	B2	1	1	80	6	5.3		
gua	mor	B2	1	1	80	7	4.2		
gua	mor	B2	1	1	80	8	4.2		
gua	mor	B2	1	1	80	9	5.4		
gua	mor	B2	1	1	81	5	2.7		
gua	mor	B2	1	1	81	7	6.4		
gua	mor	B2	1	1	81	10	5.6		
gua	mor	B2	1	1	82	2	5.7		
gua	mor	B2	1	1	82	3	2.3		
gua	mor	B2	1	1	82	9	3.2		
gua	mor	B2	1	1	83	3	4.8		
gua	mor	B2	1	1	83	4	5.8		
gua	mor	B2	1	1	83	7	5.7		
gua	mor	B2	1	1	83	8	5.2		
gua	mor	B2	1	1	83	9	3.5		
gua	mor	B2	1	1	84	2	3.6		
gua	mor	B2	1	1	84	3	5.8		
gua	mor	B2	1	1	84	9	3		
gua	mor	B2	1	1	84	10	4.6		
gua	mor	B2	1	1	85	2	4.9		
gua	mor	B2	1	1	85	6	5.5		
gua	mor	B2	1	1	85	9	4.7		
gua	mor	B2	1	1	86	2	5.4		
gua	mor	B2	1	1	86	3	7		
gua	mor	B2	1	1	86	4	5.6		
gua	mor	B2	1	1	86	8	4.7		
gua	mor	B2	1	1	86	9	6		
gua	mor	B2	1	1	87	2	6.1		
gua	mor	B2	1	1	88	2	5.4		
gua	mor	B2	1	1	88	3	7		
gua	mor	B2	1	1	88	4	5.2		
gua	mor	B2	1	1	88	5	3.8		
gua	mor	B2	1	1	88	6	6		
gua	mor	B2	1	1	88	7	5.8		
gua	mor	B2	1	1	88	10	5.8		
gua	mor	B2	1	1	89	2	3.2		
gua	mor	B2	1	1	89	4	3		
gua	mor	B2	1	1	89	5	4.5		
gua	mor	B2	1	1	89	6	5.2		
gua	mor	B2	1	1	89	7	6.6		
gua	mor	B2	1	1	89	8	3.6		
gua	mor	B2	1	1	89	9	5		
gua	mor	B2	1	1	90	2	25		
gua	mor	B2	1	1	90	4	4.9		
gua	mor	B2	1	1	90	6	5.6		
gua	mor	B2	1	1	90	9	6		
gua	mor	B2	1	1	90	10	6.3		
gua	mor	B2	1	1	91	4	5.1		
gua	mor	B2	1	1	91	7	5.2		
gua	mor	B2	1	1	91	9	6.5		
gua	mor	B2	1	1	91	10	4.6		
gua	mor	B2	1	1	92	1	3.7		
gua	mor	B2	1	1	92	2	6.8		
gua	mor	B2	1	1	92	3	7.1		
gua	mor	B2	1	1	92	4	6.4		
gua	mor	B2	1	1	92	5	4.6		
gua	mor	B2	1	1	92	7	5.8		
gua	mor	B2	1	1	92	8	5.3		
gua	mor	B2	1	1	92	9	4.9		
gua	mor	B2	1	1	93	8	5		
gua	mor	B2	1	1	94	1	3.9		
gua	mor	B2	1	1	94	4	3.8		
gua	mor	B2	1	1	94	6	5.6		
gua	mor	B2	1	1	95	4	4.6		
gua	mor	B2	1	1	95	6	2.9		
gua	mor	B2	1	1	96	3	2.5		
gua	mor	B2	1	1	96	4	6.5		
gua	mor	B2	1	1	96	10	3.5		
gua	mor	B2	1	1	97	5	2.6		
gua	mor	B2	1	1	97	7	5.2		
gua	mor	B2	1	1	97	10	4.5		
gua	mor	B2	1	1	98	2	3.4		
gua	mor	B2	1	1	98	6	5.7		
gua	mor	B2	1	1	98	7	6		
gua	mor	B2	1	1	98	8	4.3		
gua	mor	B2	1	1	99	7	4.5		
gua	mor	B2	1	1	99	10	3.1		
gua	mor	B2	1	1	100	2	5.5		
gua	mor	B2	1	1	100	3	4.5		
gua	mor	B2	1	1	100	6	5.9		
gua	mor	B2	1	1	100	7	3.9		
gua	mor	B2	1	1	100	9	2.5		
gua	mor	B2	1	2	1	3	7		
gua	mor	B2	1	2	3	1	5.6		
gua	mor	B2	1	2	3	2	8.9		
gua	mor	B2	1	2	3	4	7.6		
gua	mor	B2	1	2	3	9	8.6		
gua	mor	B2	1	2	4	1	11.8		
gua	mor	B2	1	2	4	4	6.6		
gua	mor	B2	1	2	4	5	4		
gua	mor	B2	1	2	4	6	9.6		
gua	mor	B2	1	2	4	7	8		
gua	mor	B2	1	2	4	10	8.5		
gua	mor	B2	1	2	5	1	6.4		
gua	mor	B2	1	2	6	5	8.4		
gua	mor	B2	1	2	9	6	6.3		
gua	mor	B2	1	2	10	2	7		
gua	mor	B2	1	2	10	4	7.7		
gua	mor	B2	1	2	10	6	6		
gua	mor	B2	1	2	11	8	6.1		
gua	mor	B2	1	2	12	1	5.9		
gua	mor	B2	1	2	12	7	8.3		
gua	mor	B2	1	2	12	9	7		
gua	mor	B2	1	2	12	10	6.8		
gua	mor	B2	1	2	13	2	6.6		
gua	mor	B2	1	2	14	1	5.1		
gua	mor	B2	1	2	14	7	8		
gua	mor	B2	1	2	15	2	5.6		
gua	mor	B2	1	2	15	7	8.9		
gua	mor	B2	1	2	15	10	6.9		
gua	mor	B2	1	2	16	4	8.5		
gua	mor	B2	1	2	16	7	5		
gua	mor	B2	1	2	16	8	6.4		
gua	mor	B2	1	2	16	9	6.4		
gua	mor	B2	1	2	18	9	7.1		
gua	mor	B2	1	2	19	7	10.7		
gua	mor	B2	1	2	19	9	3.1		
gua	mor	B2	1	2	19	10	5.7		
gua	mor	B2	1	2	20	5	6.2		
gua	mor	B2	1	2	21	3	6.3		
gua	mor	B2	1	2	21	8	5.7		
gua	mor	B2	1	2	22	4	7.1		
gua	mor	B2	1	2	22	8	4.9		
gua	mor	B2	1	2	23	1	5.8		
gua	mor	B2	1	2	23	3	6.5		
gua	mor	B2	1	2	23	8	7.1		
gua	mor	B2	1	2	24	3	6.7		
gua	mor	B2	1	2	24	10	5.9		
gua	mor	B2	1	2	25	3	7.5		
gua	mor	B2	1	2	25	5	11.3		
gua	mor	B2	1	2	25	9	12.3		
gua	mor	B2	1	2	26	5	8.4		
gua	mor	B2	1	2	26	8	6		
gua	mor	B2	1	2	27	10	9.2		
gua	mor	B2	1	2	28	3	4.3		
gua	mor	B2	1	2	28	4	4.5		
gua	mor	B2	1	2	28	10	7.3		
gua	mor	B2	1	2	29	4	6.5		
gua	mor	B2	1	2	29	9	3.3		
gua	mor	B2	1	2	30	7	7.8		
gua	mor	B2	1	2	31	1	7.5		
gua	mor	B2	1	2	31	9	6.3		
gua	mor	B2	1	2	32	1	11.2		
gua	mor	B2	1	2	32	3	9.8		
gua	mor	B2	1	2	32	8	12.9		
gua	mor	B2	1	2	32	9	12.4		
gua	mor	B2	1	2	33	2	5		
gua	mor	B2	1	2	33	4	4.5		
gua	mor	B2	1	2	33	5	7.6		
gua	mor	B2	1	2	33	10	8.1		
gua	mor	B2	1	2	34	2	5.6		
gua	mor	B2	1	2	34	3	7.9		
gua	mor	B2	1	2	34	5	10.3		
gua	mor	B2	1	2	34	7	6.9		
gua	mor	B2	1	2	34	8	5.8		
gua	mor	B2	1	2	35	8	6.8		
gua	mor	B2	1	2	36	2	6.6		
gua	mor	B2	1	2	36	3	8.5		
gua	mor	B2	1	2	36	8	9.3		
gua	mor	B2	1	2	36	10	6.8		
gua	mor	B2	1	2	37	8	7.8		
gua	mor	B2	1	2	38	3	5.5		
gua	mor	B2	1	2	38	9	4.7		
gua	mor	B2	1	2	40	1	5.7		
gua	mor	B2	1	2	40	7	7.9		
gua	mor	B2	1	2	40	8	7.1		
gua	mor	B2	1	2	42	5	7.9		
gua	mor	B2	1	2	44	3	11		
gua	mor	B2	1	2	44	8	8.3		
gua	mor	B2	1	2	45	1	6.7		
gua	mor	B2	1	2	45	8	7.5		
gua	mor	B2	1	2	45	2	2.9		
gua	mor	B2	1	2	45	4	4.1		
gua	mor	B2	1	2	45	5	4.2		
gua	mor	B2	1	2	46	7	6.1		
gua	mor	B2	1	2	47	9	6.8		
gua	mor	B2	1	2	48	4	6.2		
gua	mor	B2	1	2	48	5	5.9		
gua	mor	B2	1	2	48	10	8.4		
gua	mor	B2	1	2	49	3	10.1		
gua	mor	B2	1	2	49	4	7.1		
gua	mor	B2	1	2	49	8	12		
gua	mor	B2	1	2	50	4	8		
gua	mor	B2	1	2	51	3	6.2		
gua	mor	B2	1	2	51	2	8.5		
gua	mor	B2	1	2	51	7	4.3		
gua	mor	B2	1	2	53	6	6.1		
gua	mor	B2	1	2	54	1	13.8		
gua	mor	B2	1	2	54	3	4.8		
gua	mor	B2	1	2	54	4	16		
gua	mor	B2	1	2	54	8	8.8		
gua	mor	B2	1	2	56	1	7.3		
gua	mor	B2	1	2	56	2	7.9		
gua	mor	B2	1	2	56	7	8.8		
gua	mor	B2	1	2	57	2	5.7		
gua	mor	B2	1	2	57	5	5		
gua	mor	B2	1	2	58	3	5.2		
gua	mor	B2	1	2	58	7	12.2		
gua	mor	B2	1	2	58	9	6.8		
gua	mor	B2	1	2	59	4	6.4		
gua	mor	B2	1	2	59	5	8.8		
gua	mor	B2	1	2	59	7	9.5		
gua	mor	B2	1	2	61	10	3.9		
gua	mor	B2	1	2	62	10	7.9		
gua	mor	B2	1	2	65	8	5.7		
gua	mor	B2	1	2	67	1	5.6		
gua	mor	B2	1	2	67	7	7		
gua	mor	B2	1	2	67	8	7.4		
gua	mor	B2	1	2	67	9	7.6		
gua	mor	B2	1	2	68	7	7.4		
gua	mor	B2	1	2	68	10	11.8		
gua	mor	B2	1	2	69	4	4.6		
gua	mor	B2	1	2	71	4	7.3		
gua	mor	B2	1	2	72	3	6.4		
gua	mor	B2	1	2	73	4	9.3		
gua	mor	B2	1	2	73	7	13.4		
gua	mor	B2	1	2	74	1	9.7		
gua	mor	B2	1	2	74	2	7.4		
gua	mor	B2	1	2	74	3	7.6		
gua	mor	B2	1	2	74	4	8.9		
gua	mor	B2	1	2	74	8	9.9		
gua	mor	B2	1	2	76	2	5.8		
gua	mor	B2	1	2	77	3	7.2		
gua	mor	B2	1	2	78	4	7.7		
gua	mor	B2	1	2	79	2	6.5		
gua	mor	B2	1	2	79	9	8		
gua	mor	B2	1	2	79	10	8.6		
gua	mor	B2	1	2	80	10	6		
gua	mor	B2	1	2	81	2	3.4		
gua	mor	B2	1	2	81	5	4.8		
gua	mor	B2	1	2	81	10	7.8		
gua	mor	B2	1	2	82	2	7.6		
gua	mor	B2	1	2	83	3	5.2		
gua	mor	B2	1	2	83	4	8.7		
gua	mor	B2	1	2	83	7	8		
gua	mor	B2	1	2	84	4	4.8		
gua	mor	B2	1	2	85	2	6.8		
gua	mor	B2	1	2	85	9	4.9		
gua	mor	B2	1	2	86	3	6.7		
gua	mor	B2	1	2	86	4	7.8		
gua	mor	B2	1	2	88	2	6.7		
gua	mor	B2	1	2	88	3	6.1		
gua	mor	B2	1	2	88	4	4.3		
gua	mor	B2	1	2	88	5	5.4		
gua	mor	B2	1	2	88	10	8.4		
gua	mor	B2	1	2	89	2	9.8		
gua	mor	B2	1	2	90	6	6.7		
gua	mor	B2	1	2	90	10	7.7		
gua	mor	B2	1	2	92	1	6.5		
gua	mor	B2	1	2	92	2	7.6		
gua	mor	B2	1	2	92	4	5.2		
gua	mor	B2	1	2	92	7	6		
gua	mor	B2	1	2	92	8	6.1		
gua	mor	B2	1	2	92	9	6.9		
gua	mor	B2	1	2	94	4	6.4		
gua	mor	B2	1	2	95	7	4.5		
gua	mor	B2	1	2	97	1	5.9		
gua	mor	B2	1	2	97	7	6.7		
gua	mor	B2	1	2	97	10	5.4		
gua	mor	B2	1	2	98	6	7.7		
gua	mor	B2	1	2	98	7	5.1		
gua	mor	B2	1	2	99	10	6.9		
gua	mor	B2	1	2	100	2	7.6		
gua	mor	B2	1	2	100	3	5.7		
gua	mor	B2	1	2	100	7	7.8		
gua	mor	B3	1	1	1	6	5.4		
gua	mor	B3	1	1	1	7	5.7		
gua	mor	B3	1	1	4	2	3.4		
gua	mor	B3	1	1	4	10	4.6		
gua	mor	B3	1	1	5	3	5.9		
gua	mor	B3	1	1	5	10	6		
gua	mor	B3	1	1	8	4	4.2		
gua	mor	B3	1	1	8	5	7		
gua	mor	B3	1	1	9	4	7.2		
gua	mor	B3	1	1	12	5	4.9		
gua	mor	B3	1	1	14	8	6.3		
gua	mor	B3	1	1	15	5	6.4		
gua	mor	B3	1	1	15	9	6.2		
gua	mor	B3	1	1	17	3	6.1		
gua	mor	B3	1	1	17	5	7.1		
gua	mor	B3	1	1	17	7	4.8		
gua	mor	B3	1	1	17	8	4.6		
gua	mor	B3	1	1	17	9	5.3		
gua	mor	B3	1	1	18	1	4.5		
gua	mor	B3	1	1	18	6	4.8		
gua	mor	B3	1	1	19	2	3.9		
gua	mor	B3	1	1	19	4	4.6		
gua	mor	B3	1	1	19	7	3.1		
gua	mor	B3	1	1	19	9	5.5		
gua	mor	B3	1	1	21	1	4.1		
gua	mor	B3	1	1	22	2	5.1		
gua	mor	B3	1	1	22	5	4.2		
gua	mor	B3	1	1	22	7	4.4		
gua	mor	B3	1	1	23	3	5.3		
gua	mor	B3	1	1	23	7	4.9		
gua	mor	B3	1	1	23	9	5.5		
gua	mor	B3	1	1	24	7	4.2		
gua	mor	B3	1	1	24	8	5.9		
gua	mor	B3	1	1	25	5	5.5		
gua	mor	B3	1	1	26	1	5.7		
gua	mor	B3	1	1	26	5	6		
gua	mor	B3	1	1	28	8	5.7		
gua	mor	B3	1	1	29	7	6.7		
gua	mor	B3	1	1	29	9	6.6		
gua	mor	B3	1	1	30	3	4.8		
gua	mor	B3	1	1	30	4	5.6		
gua	mor	B3	1	1	30	7	7		
gua	mor	B3	1	1	30	8	6		
gua	mor	B3	1	1	31	2	5.3		
gua	mor	B3	1	1	32	2	3.7		
gua	mor	B3	1	1	34	3	6.7		
gua	mor	B3	1	1	34	4	5.6		
gua	mor	B3	1	1	35	1	3.7		
gua	mor	B3	1	1	36	3	4.3		
gua	mor	B3	1	1	36	4	6.6		
gua	mor	B3	1	1	36	5	7		
gua	mor	B3	1	1	36	8	5.6		
gua	mor	B3	1	1	37	3	7.8		
gua	mor	B3	1	1	37	7	6.6		
gua	mor	B3	1	1	38	8	3.1		
gua	mor	B3	1	1	39	9	3.9		
gua	mor	B3	1	1	39	1	5		
gua	mor	B3	1	1	41	3	4.2		
gua	mor	B3	1	1	41	5	6.5		
gua	mor	B3	1	1	42	5	5		
gua	mor	B3	1	1	43	5	4.4		
gua	mor	B3	1	1	43	7	6.3		
gua	mor	B3	1	1	43	8	5.7		
gua	mor	B3	1	1	45	3	5.9		
gua	mor	B3	1	1	47	3	5.5		
gua	mor	B3	1	1	47	4	3.3		
gua	mor	B3	1	1	49	2	4.7		
gua	mor	B3	1	1	49	7	5.4		
gua	mor	B3	1	1	51	3	4.3		
gua	mor	B3	1	1	52	2	4.8		
gua	mor	B3	1	1	52	3	3.5		
gua	mor	B3	1	1	52	4	5.2		
gua	mor	B3	1	1	54	1	4.2		
gua	mor	B3	1	1	56	5	4.1		
gua	mor	B3	1	1	56	7	5.1		
gua	mor	B3	1	1	56	9	6.4		
gua	mor	B3	1	1	58	2	5.5		
gua	mor	B3	1	1	58	4	5.9		
gua	mor	B3	1	1	58	5	4.8		
gua	mor	B3	1	1	58	10	4.1		
gua	mor	B3	1	1	60	3	3.9		
gua	mor	B3	1	1	60	5	6		
gua	mor	B3	1	1	61	2	6.7		
gua	mor	B3	1	1	61	8	5.8		
gua	mor	B3	1	1	61	9	5.9		
gua	mor	B3	1	1	62	5	3.8		
gua	mor	B3	1	1	62	7	6.4		
gua	mor	B3	1	1	62	8	4.9		
gua	mor	B3	1	1	62	10	2.5		
gua	mor	B3	1	1	63	1	4.5		
gua	mor	B3	1	1	63	2	6.1		
gua	mor	B3	1	1	63	6	6		
gua	mor	B3	1	1	63	7	4.6		
gua	mor	B3	1	1	65	1	4.7		
gua	mor	B3	1	1	67	1	3.8		
gua	mor	B3	1	1	67	2	4.9		
gua	mor	B3	1	1	67	7	4.5		
gua	mor	B3	1	1	68	5	3.9		
gua	mor	B3	1	1	69	1	5.2		
gua	mor	B3	1	1	69	5	5.4		
gua	mor	B3	1	1	70	4	8.3		
gua	mor	B3	1	1	70	10	6.2		
gua	mor	B3	1	1	72	2	4.2		
gua	mor	B3	1	1	72	5	5.7		
gua	mor	B3	1	1	72	10	5.2		
gua	mor	B3	1	1	73	1	2.2		
gua	mor	B3	1	1	74	2	6		
gua	mor	B3	1	1	74	3	6.9		
gua	mor	B3	1	1	74	5	3.9		
gua	mor	B3	1	1	74	8	5.1		
gua	mor	B3	1	1	74	9	6.5		
gua	mor	B3	1	1	74	40	7		
gua	mor	B3	1	1	76	3	5.5		
gua	mor	B3	1	1	77	3	5.1		
gua	mor	B3	1	1	77	4	5.8		
gua	mor	B3	1	1	77	5	4.5		
gua	mor	B3	1	1	77	8	4.3		
gua	mor	B3	1	1	77	9	7.1		
gua	mor	B3	1	1	79	7	3.3		
gua	mor	B3	1	1	80	4	5.1		
gua	mor	B3	1	1	80	5	4.5		
gua	mor	B3	1	1	82	3	5.7		
gua	mor	B3	1	1	82	10	4.2		
gua	mor	B3	1	1	84	10	3.5		
gua	mor	B3	1	1	86	1	5.4		
gua	mor	B3	1	1	86	2	5.3		
gua	mor	B3	1	1	86	4	4.6		
gua	mor	B3	1	1	86	5	5.8		
gua	mor	B3	1	1	86	6	5.2		
gua	mor	B3	1	1	86	7	3.7		
gua	mor	B3	1	1	86	8	4.7		
gua	mor	B3	1	1	86	9	5.5		
gua	mor	B3	1	1	86	10	5.8		
gua	mor	B3	1	1	88	1	5.5		
gua	mor	B3	1	1	89	3	4.3		
gua	mor	B3	1	1	89	10	5.5		
gua	mor	B3	1	1	91	10	4.7		
gua	mor	B3	1	1	92	1	4.6		
gua	mor	B3	1	1	92	5	4.3		
gua	mor	B3	1	1	92	5	5.3		
gua	mor	B3	1	1	93	4	7.3		
gua	mor	B3	1	1	93	5	4.3		
gua	mor	B3	1	1	94	2	4.7		
gua	mor	B3	1	1	94	5	4.1		
gua	mor	B3	1	1	95	4	5.1		
gua	mor	B3	1	1	95	5	7.3		
gua	mor	B3	1	1	96	2	5.3		
gua	mor	B3	1	1	96	3	5.2		
gua	mor	B3	1	1	96	8	5.3		
gua	mor	B3	1	1	97	7	5.3		
gua	mor	B3	1	1	97	8	3.3		
gua	mor	B3	1	1	98	4	4.7		
gua	mor	B3	1	1	98	9	4.7		
gua	mor	B3	1	1	99	1	7.3		
gua	mor	B3	1	1	99	2	2.5		
gua	mor	B3	1	1	99	4	7		
gua	mor	B3	1	1	99	5	6.8		
gua	mor	B3	1	1	99	7	6.7		
gua	mor	B3	1	1	99	8	6.63		
gua	mor	B3	1	1	99	9	6.4		
gua	mor	B3	1	1	100	1	5.7		
gua	mor	B3	1	1	100	7	3.4		
gua	mor	B3	1	1	100	9	5.8		
gua	mor	B3	1	2	14	3	6.5		
gua	mor	B3	1	2	18	6	6.6		
gua	mor	B3	1	2	19	4	4.6		
gua	mor	B3	1	2	28	2	4.5		
gua	mor	B3	1	2	31	2	7.9		
gua	mor	B3	1	2	48	1	6.4		
gua	mor	B3	1	2	67	2	5.3		
gua	mor	B3	1	2	74	10	4.4		
gua	mor	B3	1	2	78	9	5.1		
gua	mor	B3	1	2	93	4	9.6		
gua	mor	B3	1	2	93	9	7.5		
gua	mor	B3	1	2	99	5	7		
gua	mor	B3	1	2	99	10	5.7		
gua	mor	B4	1	1	1	2	5.6		
gua	mor	B4	1	1	1	8	6.6		
gua	mor	B4	1	1	2	7	2.5		
gua	mor	B4	1	1	2	8	7.1		
gua	mor	B4	1	1	2	9	7.3		
gua	mor	B4	1	1	2	10	5.8		
gua	mor	B4	1	1	3	1	4		
gua	mor	B4	1	1	3	2	5.8		
gua	mor	B4	1	1	3	3	3.8		
gua	mor	B4	1	1	3	4	5		
gua	mor	B4	1	1	3	6	5.4		
gua	mor	B4	1	1	3	7	5.4		
gua	mor	B4	1	1	4	1	4.7		
gua	mor	B4	1	1	4	2	7.2		
gua	mor	B4	1	1	4	3	6		
gua	mor	B4	1	1	4	5	5.9		
gua	mor	B4	1	1	4	6	5.4		
gua	mor	B4	1	1	4	7	6.7		
gua	mor	B4	1	1	4	9	6.1		
gua	mor	B4	1	1	5	2	4.5		
gua	mor	B4	1	1	5	3	4.5		
gua	mor	B4	1	1	6	2	3.5		
gua	mor	B4	1	1	6	5	5		
gua	mor	B4	1	1	6	10	5.3		
gua	mor	B4	1	1	8	1	4.4		
gua	mor	B4	1	1	8	4	6.4		
gua	mor	B4	1	1	8	6	5		
gua	mor	B4	1	1	10	2	5.7		
gua	mor	B4	1	1	14	2	5		
gua	mor	B4	1	1	14	3	6.5		
gua	mor	B4	1	1	14	6	6.3		
gua	mor	B4	1	1	14	8	6.9		
gua	mor	B4	1	1	14	10	7.7		
gua	mor	B4	1	1	16	2	5.2		
gua	mor	B4	1	1	16	5	6.9		
gua	mor	B4	1	1	16	8	5.7		
gua	mor	B4	1	1	16	9	4.3		
gua	mor	B4	1	1	17	1	3.9		
gua	mor	B4	1	1	17	2	5.4		
gua	mor	B4	1	1	17	3	6.7		
gua	mor	B4	1	1	17	6	6.7		
gua	mor	B4	1	1	17	7	6.6		
gua	mor	B4	1	1	17	8	6.1		
gua	mor	B4	1	1	17	10	5.3		
gua	mor	B4	1	1	18	1	5.8		
gua	mor	B4	1	1	18	2	5.1		
gua	mor	B4	1	1	18	3	7.2		
gua	mor	B4	1	1	18	5	8		
gua	mor	B4	1	1	18	6	4.6		
gua	mor	B4	1	1	18	7	4.5		
gua	mor	B4	1	1	18	9	4.3		
gua	mor	B4	1	1	18	10	4.1		
gua	mor	B4	1	1	19	2	7.6		
gua	mor	B4	1	1	19	9	7		
gua	mor	B4	1	1	19	10	6.8		
gua	mor	B4	1	1	20	3	5.7		
gua	mor	B4	1	1	20	9	5.1		
gua	mor	B4	1	1	21	8	6.6		
gua	mor	B4	1	1	23	2	4.3		
gua	mor	B4	1	1	23	5	3.7		
gua	mor	B4	1	1	23	8	5.8		
gua	mor	B4	1	1	25	1	5.4		
gua	mor	B4	1	1	25	6	7.6		
gua	mor	B4	1	1	25	8	6.1		
gua	mor	B4	1	1	26	1	4.7		
gua	mor	B4	1	1	26	6	3.9		
gua	mor	B4	1	1	26	8	3.3		
gua	mor	B4	1	1	26	9	5.2		
gua	mor	B4	1	1	27	6	5.5		
gua	mor	B4	1	1	27	9	6.1		
gua	mor	B4	1	1	28	2	3.4		
gua	mor	B4	1	1	28	4	4		
gua	mor	B4	1	1	28	6	4.8		
gua	mor	B4	1	1	29	4	6.5		
gua	mor	B4	1	1	29	5	6.3		
gua	mor	B4	1	1	29	7	6.8		
gua	mor	B4	1	1	30	7	6.7		
gua	mor	B4	1	1	31	2	6.7		
gua	mor	B4	1	1	31	3	4.6		
gua	mor	B4	1	1	31	4	5.6		
gua	mor	B4	1	1	31	5	7.4		
gua	mor	B4	1	1	31	8	6.5		
gua	mor	B4	1	1	31	9	4.2		
gua	mor	B4	1	1	33	1	4.6		
gua	mor	B4	1	1	33	3	4.5		
gua	mor	B4	1	1	33	4	3.8		
gua	mor	B4	1	1	33	5	5.4		
gua	mor	B4	1	1	33	7	5.6		
gua	mor	B4	1	1	33	8	5.2		
gua	mor	B4	1	1	33	10	6		
gua	mor	B4	1	1	34	1	6.9		
gua	mor	B4	1	1	35	1	6.4		
gua	mor	B4	1	1	36	3	5.6		
gua	mor	B4	1	1	36	4	5.5		
gua	mor	B4	1	1	37	1	6.2		
gua	mor	B4	1	1	37	3	3.9		
gua	mor	B4	1	1	37	7	7.5		
gua	mor	B4	1	1	37	10	6.7		
gua	mor	B4	1	1	38	6	4.5		
gua	mor	B4	1	1	38	9	5.9		
gua	mor	B4	1	1	40	7	6.3		
gua	mor	B4	1	1	40	8	6.4		
gua	mor	B4	1	1	40	9	6.5		
gua	mor	B4	1	1	40	10	6.6		
gua	mor	B4	1	1	41	2	6.8		
gua	mor	B4	1	1	41	4	8.9		
gua	mor	B4	1	1	41	6	5.9		
gua	mor	B4	1	1	41	8	7.7		
gua	mor	B4	1	1	42	1	6.4		
gua	mor	B4	1	1	42	2	5.3		
gua	mor	B4	1	1	42	4	3.3		
gua	mor	B4	1	1	42	6	6.6		
gua	mor	B4	1	1	42	7	5.6		
gua	mor	B4	1	1	42	8	6		
gua	mor	B4	1	1	42	9	4.9		
gua	mor	B4	1	1	45	2	3.5		
gua	mor	B4	1	1	45	4	5		
gua	mor	B4	1	1	45	8	6		
gua	mor	B4	1	1	45	9	4.6		
gua	mor	B4	1	1	46	1	6.3		
gua	mor	B4	1	1	47	3	6.7		
gua	mor	B4	1	1	47	5	8.1		
gua	mor	B4	1	1	47	7	6.3		
gua	mor	B4	1	1	48	1	5.7		
gua	mor	B4	1	1	48	3	7.4		
gua	mor	B4	1	1	48	6	5.9		
gua	mor	B4	1	1	48	7	7.7		
gua	mor	B4	1	1	48	8	6.6		
gua	mor	B4	1	1	48	9	5.9		
gua	mor	B4	1	1	49	7	7.3		
gua	mor	B4	1	1	49	2	5.6		
gua	mor	B4	1	1	49	3	5.5		
gua	mor	B4	1	1	49	4	3.1		
gua	mor	B4	1	1	49	7	1.2		
gua	mor	B4	1	1	49	8	3.5		
gua	mor	B4	1	1	53	2	4.6		
gua	mor	B4	1	1	53	3	4		
gua	mor	B4	1	1	53	5	4.3		
gua	mor	B4	1	1	53	6	4.8		
gua	mor	B4	1	1	53	9	6.3		
gua	mor	B4	1	1	54	1	4		
gua	mor	B4	1	1	54	2	6.4		
gua	mor	B4	1	1	54	3	5.7		
gua	mor	B4	1	1	54	4	4.5		
gua	mor	B4	1	1	54	5	5.8		
gua	mor	B4	1	1	54	6	4.5		
gua	mor	B4	1	1	54	9	4.7		
gua	mor	B4	1	1	54	10	5.5		
gua	mor	B4	1	1	55	5	5.8		
gua	mor	B4	1	1	56	2	5.7		
